age,bias-attr,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Probability
25-60,0, Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Female,≤5000,≤40,<40, United-States, <=50K
25-60,1, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,≤5000,≤40,<40, United-States, >50K
<25,0, Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Male,≤5000,≤40,<40, United-States, <=50K
25-60,1, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,≤5000,≤40,<40, United-States, >50K
25-60,0, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,≤5000,≤40,<40, United-States, <=50K
25-60,0, Federal-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, 10th, Never-married, Handlers-cleaners, Own-child, Black, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, State-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,≤5000,≤40,<40, United-States, <=50K
25-60,0, Federal-gov, Assoc-acdm, Separated, Adm-clerical, Unmarried, Black, Female,≤5000,≤40,<40, United-States, <=50K
