age,bias-attr,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Probability
25-60,0, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,>5000,≤40,40-60, United-States, <=50K
25-60,1, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,≤5000,≤40,<40, United-States, >50K
>60,0, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,>5000,≤40,40-60, United-States, <=50K
25-60,1, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,≤5000,≤40,<40, United-States, >50K
25-60,1, Private, Prof-school, Married-civ-spouse, Adm-clerical, Wife, White, Female,≤5000,≤40,<40, United-States, >50K
25-60,1, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,≤5000,≤40,<40, United-States, >50K
<25,0, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,≤5000,≤40,40-60, United-States, <=50K
25-60,0, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, White, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, 1st-4th, Married-civ-spouse, Farming-fishing, Husband, White, Male,≤5000,≤40,40-60, Mexico, <=50K
<25,1, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,≤5000,>40,<40, Philippines, >50K
