age,bias-attr,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Probability
25-60,0, Private, 5th-6th, Never-married, Machine-op-inspct, Not-in-family, White, Female,≤5000,≤40,40-60, Mexico, <=50K
25-60,0, Private, 5th-6th, Never-married, Other-service, Not-in-family, White, Female,≤5000,≤40,<40, Mexico, <=50K
25-60,0, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, White, Female,≤5000,≤40,<40, Mexico, <=50K
25-60,0, Private, 5th-6th, Divorced, Machine-op-inspct, Unmarried, White, Female,≤5000,≤40,<40, Mexico, <=50K
25-60,0, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,≤5000,≤40,40-60, Mexico, <=50K
25-60,1, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female,≤5000,≤40,<40, United-States, >50K
25-60,1, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,≤5000,≤40,40-60, Mexico, >50K
25-60,0, Private, 5th-6th, Never-married, Machine-op-inspct, Not-in-family, White, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,≤5000,≤40,<40, Mexico, <=50K
25-60,0, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,≤5000,≤40,40-60, United-States, <=50K
25-60,0, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,≤5000,≤40,40-60, United-States, <=50K
