age,bias-attr,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Probability
25-60,0, Self-emp-not-inc, Masters, Divorced, Transport-moving, Not-in-family, White, Male,≤5000,>40,40-60, United-States, <=50K
25-60,1, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,≤5000,>40,40-60, United-States, >50K
25-60,0, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,≤5000,>40,40-60, United-States, <=50K
25-60,1, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,≤5000,≤40,<40, United-States, >50K
25-60,0, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Male,≤5000,>40,<40, United-States, <=50K
25-60,1, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,≤5000,≤40,40-60, United-States, >50K
>60,0, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,≤5000,>40,40-60, United-States, <=50K
25-60,1, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,≤5000,≤40,<40, United-States, >50K
25-60,0, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,≤5000,>40,>60, United-States, <=50K
25-60,0, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,≤5000,≤40,40-60, United-States, <=50K
