age,bias-attr,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Probability
>60,0, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,≤5000,≤40,<40, United-States, <=50K
<25,1, State-gov, Some-college, Never-married, Protective-serv, Not-in-family, Black, Male,≤5000,≤40,<40, United-States, >50K
<25,1, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,≤5000,≤40,<40, United-States, >50K
25-60,0, Private, 1st-4th, Married-spouse-absent, Farming-fishing, Unmarried, White, Male,≤5000,≤40,<40, Mexico, <=50K
25-60,0, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,≤5000,≤40,40-60, United-States, <=50K
25-60,0, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,≤5000,≤40,40-60, United-States, <=50K
25-60,1, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,≤5000,>40,<40, United-States, >50K
>60,0, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,≤5000,≤40,<40, United-States, <=50K
25-60,1, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,≤5000,≤40,<40, United-States, >50K
25-60,1, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,≤5000,≤40,<40, United-States, >50K
25-60,1, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,>5000,≤40,<40, Haiti, >50K
<25,1, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,≤5000,≤40,<40, United-States, >50K
<25,1, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,≤5000,≤40,<40, United-States, >50K
25-60,0, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,≤5000,≤40,<40, United-States, <=50K
<25,1, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,≤5000,≤40,<40, United-States, >50K
