age,bias-attr,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Probability
25-60,0, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,≤5000,≤40,<40, United-States, <=50K
25-60,1, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,≤5000,≤40,<40, United-States, >50K
25-60,0, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,≤5000,≤40,<40, United-States, <=50K
>60,1, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,>5000,≤40,>60, Germany, >50K
25-60,0, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,≤5000,≤40,40-60, United-States, <=50K
25-60,1, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,≤5000,≤40,<40, United-States, >50K
25-60,0, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,>5000,≤40,<40, Germany, <=50K
25-60,0, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,≤5000,>40,40-60, United-States, <=50K
25-60,0, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,≤5000,≤40,<40, Japan, <=50K
25-60,0, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,≤5000,≤40,<40, United-States, <=50K
<25,0, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,≤5000,≤40,<40, United-States, <=50K
25-60,1, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,≤5000,≤40,40-60, United-States, >50K
25-60,0, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, White, Female,≤5000,≤40,<40, United-States, <=50K
