age,bias-attr,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Probability
25-60,0, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,≤5000,≤40,<40, Jamaica, <=50K
25-60,0, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,≤5000,≤40,<40, United-States, <=50K
25-60,1, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,≤5000,≤40,40-60, United-States, >50K
25-60,0, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,≤5000,≤40,<40, United-States, <=50K
25-60,1, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,≤5000,≤40,40-60, United-States, >50K
25-60,0, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, Bachelors, Separated, Other-service, Not-in-family, White, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,≤5000,≤40,<40, United-States, <=50K
<25,0, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,≤5000,≤40,40-60, United-States, <=50K
25-60,0, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,≤5000,≤40,<40, United-States, <=50K
