age,bias-attr,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Probability
>60,0, Federal-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,≤5000,≤40,>60, United-States, <=50K
25-60,1, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Female,≤5000,≤40,<40, United-States, >50K
25-60,0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,≤5000,≤40,40-60, United-States, <=50K
25-60,0, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,≤5000,≤40,<40, United-States, <=50K
25-60,0, Local-gov, Some-college, Divorced, Protective-serv, Unmarried, Black, Female,≤5000,≤40,<40, United-States, <=50K
25-60,0, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,≤5000,>40,40-60, United-States, <=50K
25-60,1, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,≤5000,≤40,<40, United-States, >50K
25-60,1, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,≤5000,≤40,<40, United-States, >50K
>60,1, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,≤5000,≤40,<40, United-States, >50K
25-60,1, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,≤5000,≤40,<40, United-States, >50K
25-60,0, Private, 5th-6th, Separated, Machine-op-inspct, Unmarried, White, Female,≤5000,≤40,<40, Dominican-Republic, <=50K
25-60,1, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,>5000,≤40,<40, United-States, >50K
25-60,1, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,≤5000,≤40,<40, United-States, >50K
25-60,0, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,≤5000,≤40,40-60, United-States, <=50K
25-60,1, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,≤5000,≤40,<40, United-States, >50K
25-60,1, State-gov, HS-grad, Divorced, Craft-repair, Own-child, White, Male,≤5000,≤40,<40, United-States, >50K
